,image_id,annotation
143,COCO_train2014_000000229233.jpg,"spoon, bicycle, donut, knife, window, plate, couch"
144,COCO_train2014_000000081042.jpg,"plate, bed, refrigerator, banana, scissors"
145,n06596364_13985.JPEG,comic book
146,n03127747_14258.JPEG,crash helmet
147,hallway5.jpg,hallway
148,COCO_train2014_000000136142.jpg,"blender, knife, sandwich, window, carrot, plate, bowl, banana, hot dog, scissors, apple, couch"
149,hayfield6.jpg,hayfield
150,rep_COCO_train2014_000000541164.jpg,cat
151,COCO_train2014_000000373679.jpg,dog
152,COCO_train2014_000000411130.jpg,"bicycle, suitcase, train, motorcycle"
153,n04487081_28566.JPEG,"trolleybus, trolley coach, trackless trolley"
154,alley1.jpg,alley
155,COCO_train2014_000000378461.jpg,"bicycle, refrigerator, toaster"
156,bikerack3.jpg,bikerack
157,COCO_train2014_000000191686.jpg,zebra
158,COCO_train2014_000000520515.jpg,airplane
159,n07714571_12075.JPEG,head cabbage
160,COCO_train2014_000000300383.jpg,"bottle, bicycle, kite"
161,n03417042_10126.JPEG,"garbage truck, dustcart"
162,laundromat4.jpg,laundromat
163,n03461385_91813.JPEG,"grocery store, grocery, food market, market"
164,n02606052_9042.JPEG,"rock beauty, Holocanthus tricolor"
165,pharmacy.jpg,pharmacy
166,n01498041_984.JPEG,stingray
167,COCO_train2014_000000084744.jpg,cow
168,n03899768_2483.JPEG,"patio, terrace"
169,n06794110_3809.JPEG,street sign
170,n03062245_13041.JPEG,cocktail shaker
171,n03450230_10289.JPEG,gown
172,n04553703_16408.JPEG,"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
173,n02444819_7052.JPEG,otter
174,COCO_train2014_000000571485.jpg,"bicycle, tennis racket"
175,COCO_train2014_000000114846.jpg,"bicycle, sheep"
176,COCO_train2014_000000001496.jpg,street sign
177,breakroom5.jpg,breakroom
178,n02102040_1709.JPEG,"English springer, English springer spaniel"
179,n03967562_37321.JPEG,"plow, plough"
180,COCO_train2014_000000416972.jpg,vase
181,COCO_train2014_000000555457.jpg,"bicycle, sheep"
182,staircase7.jpg,staircase
183,COCO_train2014_000000273138.jpg,"clock, carrot, window, bowl, banana, hot dog"
184,rep_COCO_train2014_000000037823.jpg,cow
185,n02123045_557.JPEG,"tabby, tabby cat"
186,museum5.jpg,museum
187,n03891332_5114.JPEG,parking meter
188,COCO_train2014_000000317781.jpg,"horse, couch"
189,HorseRaceTrack4.jpg,HorseRaceTrack
190,n02117135_17291.JPEG,"hyena, hyaena"
191,n03803284_20020.JPEG,muzzle
192,n01828970_9787.JPEG,bee eater
193,COCO_train2014_000000129143.jpg,"airplane, bicycle"
194,n02676566_2263.JPEG,acoustic guitar
195,arcade2.jpg,arcade
196,n03929660_22386.JPEG,"pick, plectrum, plectron"
197,COCO_train2014_000000544060.jpg,"bicycle, tennis racket"
198,n04597913_690.JPEG,wooden spoon
199,COCO_train2014_000000524063.jpg,"bicycle, kite"
200,COCO_train2014_000000152564.jpg,"microwave, bicycle"
201,COCO_train2014_000000200814.jpg,"bicycle, clock, mirror"
202,cornfield4.jpg,cornfield
203,farm3.jpg,farm
204,rep_COCO_train2014_000000112805.jpg,bird
205,n02033041_3442.JPEG,dowitcher
206,n03773504_27941.JPEG,missile
207,COCO_train2014_000000110780.jpg,"bicycle, tennis racket"
208,COCO_train2014_000000110611.jpg,hat
209,rep_n03032252_36446.JPEG,rep_n03032252_
210,COCO_train2014_000000423209.jpg,"bus, boat, motorcycle"
211,n03759954_21427.JPEG,"microphone, mike"
212,n04597913_2666.JPEG,wooden spoon
213,closet.jpg,closet
214,COCO_train2014_000000336764.jpg,"tie, bicycle, sheep"
215,COCO_train2014_000000376643.jpg,"dog, motorcycle"
216,COCO_train2014_000000018367.jpg,"bicycle, sheep"
217,restaurantkitchen.jpg,restaurantkitchen
218,n09256479_16709.JPEG,coral reef
219,COCO_train2014_000000190992.jpg,"bicycle, snowboard"
220,COCO_train2014_000000150939.jpg,"airplane, bicycle"
221,n03476991_23897.JPEG,hair spray
222,pizzeria4.jpg,pizzeria
223,rep_recordingstudio1.jpg,rep_recordingstudio
224,n02412080_7942.JPEG,"ram, tup"
225,arcade5.jpg,arcade
226,n02504013_1512.JPEG,"Indian elephant, Elephas maximus"
227,n03666591_14922.JPEG,"lighter, light, igniter, ignitor"
228,n01924916_4757.JPEG,"flatworm, platyhelminth"
229,COCO_train2014_000000390120.jpg,"bicycle, snowboard"
230,COCO_train2014_000000285253.jpg,"cell phone, clock, remote"
231,n04579145_6272.JPEG,whiskey jug
232,COCO_train2014_000000264396.jpg,"street sign, truck, motorcycle"
233,n03924679_1201.JPEG,photocopier
234,n02672831_13968.JPEG,"accordion, piano accordion, squeeze box"
235,foodcourt3.jpg,foodcourt
236,COCO_train2014_000000440334.jpg,apple
237,COCO_train2014_000000022256.jpg,"tie, sandwich, window, plate, broccoli, banana, vase, couch"
238,churchInside2.jpg,churchInside
239,n01632777_18659.JPEG,"axolotl, mud puppy, Ambystoma mexicanum"
240,COCO_train2014_000000501926.jpg,"bicycle, sports ball"
241,rep_hardwarestore1.jpg,rep_hardwarestore
242,n02514041_10061.JPEG,"barracouta, snoek"
243,n12144580_11176.JPEG,corn
244,n02100583_14549.JPEG,"vizsla, Hungarian pointer"
245,office4.jpg,office
246,COCO_train2014_000000406445.jpg,"bicycle, snowboard"
247,COCO_train2014_000000304587.jpg,"clock, fork, laptop, window, cell phone, teddy bear, remote"
248,n04442312_10831.JPEG,toaster
249,n02106550_12073.JPEG,Rottweiler
250,n02093859_5057.JPEG,Kerry blue terrier
251,COCO_train2014_000000256061.jpg,bear
252,COCO_train2014_000000480601.jpg,"bicycle, snowboard"
253,COCO_train2014_000000383641.jpg,giraffe
254,COCO_train2014_000000501618.jpg,"microwave, bicycle"
255,fireplace4.jpg,fireplace
256,COCO_train2014_000000572250.jpg,hat
257,hardwarestore4.jpg,hardwarestore
258,COCO_train2014_000000279197.jpg,"bicycle, tennis racket"
259,lab3.jpg,lab
260,n03649909_3203.JPEG,"lawn mower, mower"
261,n03891251_7499.JPEG,park bench
262,bikerack4.jpg,bikerack
263,n02398521_11694.JPEG,"hippopotamus, hippo, river horse, Hippopotamus amphibius"
264,livingroom6.jpg,livingroom
265,n01945685_9266.JPEG,slug
266,lookout2.jpg,lookout
267,COCO_train2014_000000126321.jpg,dog
268,rep_n04517823_11001.JPEG,rep_n04517823_
269,n02895154_28027.JPEG,"breastplate, aegis, egis"
270,n02095889_4165.JPEG,"Sealyham terrier, Sealyham"
271,COCO_train2014_000000393907.jpg,cat
272,n01631663_4901.JPEG,eft
273,COCO_train2014_000000354897.jpg,carrot
274,COCO_train2014_000000022696.jpg,"bicycle, donut, couch, knife, fork, window, bed, spoon"
275,homegarden5.jpg,homegarden
276,COCO_train2014_000000363806.jpg,vase
277,n01873310_26027.JPEG,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus"
278,COCO_train2014_000000379052.jpg,"bicycle, train"
279,n02281787_5227.JPEG,"lycaenid, lycaenid butterfly"
280,COCO_train2014_000000127377.jpg,"street sign, fire hydrant"
281,COCO_train2014_000000120655.jpg,"bicycle, sports ball, snowboard"
282,n13044778_739.JPEG,earthstar
283,COCO_train2014_000000565875.jpg,"cow, bicycle, train, zebra"
284,COCO_train2014_000000523306.jpg,"bear, tie, bicycle, bird"
285,rep_n12985857_4114.JPEG,rep_n12985857_
286,n03544143_162.JPEG,hourglass
287,n02219486_30190.JPEG,"ant, emmet, pismire"
288,windmill1.jpg,windmill
289,COCO_train2014_000000368852.jpg,"potted plant, bicycle, plate, dog"
290,flowershop3.jpg,flowershop
291,COCO_train2014_000000119550.jpg,"bed, scissors"
292,n02817516_52384.JPEG,"bearskin, busby, shako"
293,COCO_train2014_000000551063.jpg,giraffe
294,n02071294_3638.JPEG,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca"
295,COCO_train2014_000000293372.jpg,"bicycle, mirror"
296,n04259630_9316.JPEG,sombrero
297,n07716358_26835.JPEG,"zucchini, courgette"
298,COCO_train2014_000000469816.jpg,"parking meter, fire hydrant"
299,COCO_train2014_000000223319.jpg,bird
300,livingroom4.jpg,livingroom
301,n13133613_6261.JPEG,"ear, spike, capitulum"
302,n02492660_1772.JPEG,"howler monkey, howler"
303,skislope11.jpg,skislope
304,ruralroad2.jpg,ruralroad
305,COCO_train2014_000000266103.jpg,keyboard
306,COCO_train2014_000000190271.jpg,cat
307,n02480495_788.JPEG,"orangutan, orang, orangutang, Pongo pygmaeus"
308,COCO_train2014_000000052219.jpg,"bicycle, fork, window, bowl, banana, scissors"
309,COCO_train2014_000000467027.jpg,"bicycle, sheep"
310,n02447366_17624.JPEG,badger
311,staircase4.jpg,staircase
312,n01582220_120.JPEG,magpie
313,COCO_train2014_000000237093.jpg,elephant
314,constructionSite2.jpg,constructionSite
315,clothingstore5.jpg,clothingstore
316,n03977966_34119.JPEG,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria"
317,COCO_train2014_000000282707.jpg,"blender, sandwich, plate, banana, sink, spoon, toaster"
318,n09472597_7165.JPEG,volcano
319,COCO_train2014_000000168803.jpg,"dog, bird"
320,COCO_train2014_000000115777.jpg,pizza
321,rep_playground10.jpg,rep_playground
322,n02865351_24792.JPEG,"bolo tie, bolo, bola tie, bola"
323,n03207941_9898.JPEG,"dishwasher, dish washer, dishwashing machine"
324,COCO_train2014_000000392115.jpg,bus
325,rep_boardwalk4.jpg,rep_boardwalk
326,n03777568_6027.JPEG,Model T
327,n01917289_1562.JPEG,brain coral
328,COCO_train2014_000000039460.jpg,"shoe, bicycle"
329,pond3.jpg,pond
330,COCO_train2014_000000219735.jpg,"bicycle, pizza, fork, window, couch"
331,n04509417_4411.JPEG,"unicycle, monocycle"
332,COCO_train2014_000000391615.jpg,"orange, knife"
333,n02096294_4267.JPEG,Australian terrier
334,n03272010_3139.JPEG,electric guitar
335,n04251144_13296.JPEG,snorkel
336,n02727426_11476.JPEG,"apiary, bee house"
337,n02129604_8786.JPEG,"tiger, Panthera tigris"
338,COCO_train2014_000000166678.jpg,"chair, knife, window, scissors, couch"
339,rep_n04465501_9230.JPEG,rep_n04465501_
340,n03599486_3567.JPEG,"jinrikisha, ricksha, rickshaw"
341,pantry2.jpg,pantry
342,cave4.jpg,cave
343,COCO_train2014_000000416008.jpg,cat
344,n03781244_15818.JPEG,monastery
345,nursery5.jpg,nursery
346,COCO_train2014_000000333152.jpg,"baseball glove, skateboard, couch, bicycle"
347,garbagedump3.jpg,garbagedump
348,COCO_train2014_000000129334.jpg,"mouse, fork, laptop, cell phone, teddy bear, remote"
349,COCO_train2014_000000030340.jpg,"tie, bicycle, frisbee, motorcycle"
350,n03658185_5584.JPEG,"letter opener, paper knife, paperknife"
351,rep_COCO_train2014_000000570785.jpg,vase
352,classroom2.jpg,classroom
353,COCO_train2014_000000338169.jpg,"airplane, bicycle"
354,COCO_train2014_000000066696.jpg,"potted plant, keyboard, laptop, window"
355,n02088632_2841.JPEG,bluetick
356,COCO_train2014_000000164564.jpg,"potted plant, hair drier, bicycle"
357,COCO_train2014_000000199126.jpg,"bicycle, traffic light"
358,n03874599_10119.JPEG,padlock
359,n02730930_15174.JPEG,apron
360,museum6.jpg,museum
361,COCO_train2014_000000241026.jpg,truck
362,n07718472_4516.JPEG,"cucumber, cuke"
363,gazebo3.jpg,gazebo
364,n02108089_344.JPEG,boxer
365,n07584110_6892.JPEG,consomme
366,COCO_train2014_000000533551.jpg,"bicycle, baseball bat"
367,COCO_train2014_000000092221.jpg,"tie, bicycle, bird, plate, motorcycle, microwave"
368,COCO_train2014_000000216539.jpg,bus
369,COCO_train2014_000000535871.jpg,"bicycle, surfboard, motorcycle"
370,COCO_train2014_000000049550.jpg,"plate, bird"
371,COCO_train2014_000000274978.jpg,"bicycle, tennis racket"
372,rep_cabana2.jpg,rep_cabana
373,n02483362_7720.JPEG,"gibbon, Hylobates lar"
374,n01704323_5474.JPEG,triceratops
375,n07754684_949.JPEG,"jackfruit, jak, jack"
376,COCO_train2014_000000082548.jpg,"bicycle, car, boat, umbrella, train"
377,n02860847_9221.JPEG,"bobsled, bobsleigh, bob"
378,n03249569_52165.JPEG,"drum, membranophone, tympan"
379,bakerykitchen6.jpg,bakerykitchen
380,chemicalplant4.jpg,chemicalplant
381,COCO_train2014_000000294233.jpg,"bicycle, tennis racket"
382,COCO_train2014_000000280484.jpg,"bicycle, boat, fire hydrant, motorcycle"
383,n02790996_3767.JPEG,barbell
384,COCO_train2014_000000014546.jpg,"bicycle, tennis racket"
385,COCO_train2014_000000358868.jpg,"tie, mirror, dog"
386,rep_COCO_train2014_000000191686.jpg,zebra
387,bakerykitchen3.jpg,bakerykitchen
388,COCO_train2014_000000485605.jpg,"hair brush, door, refrigerator"
389,n02124075_11970.JPEG,Egyptian cat
390,n03980874_1291.JPEG,poncho
391,baseball6.jpg,baseball
392,COCO_train2014_000000046024.jpg,"mouse, dog, laptop, cell phone, couch, remote"
393,n02229544_6831.JPEG,cricket
394,n02112137_9156.JPEG,"chow, chow chow"
395,COCO_train2014_000000054736.jpg,"truck, motorcycle"
396,COCO_train2014_000000454915.jpg,"cell phone, laptop, remote"
397,rep_COCO_train2014_000000116603.jpg,"spoon, broccoli"
398,n02979186_603.JPEG,cassette player
399,n03838899_32856.JPEG,"oboe, hautboy, hautbois"
400,ShowJumping5.jpg,ShowJumping
401,beach2.jpg,beach
402,photographer_studio1.jpg,photographer_studio
403,COCO_train2014_000000274034.jpg,"airplane, bicycle, motorcycle"
404,COCO_train2014_000000340283.jpg,"bicycle, umbrella, vase"
405,COCO_train2014_000000077686.jpg,"potted plant, keyboard, bicycle"
406,n02655020_8762.JPEG,"puffer, pufferfish, blowfish, globefish"
407,rep_n03065424_30673.JPEG,rep_n03065424_
408,n02190166_11038.JPEG,fly
409,COCO_train2014_000000407102.jpg,"bicycle, sheep"
410,n04344873_8289.JPEG,"studio couch, day bed"
411,n02860847_13251.JPEG,"bobsled, bobsleigh, bob"
412,n04275548_4656.JPEG,"spider web, spider's web"
413,COCO_train2014_000000193318.jpg,"bicycle, surfboard, motorcycle"
414,RVinside1.jpg,RVinside
415,COCO_train2014_000000334208.jpg,"sandwich, hot dog, broccoli, apple"
416,n01687978_468.JPEG,agama
417,COCO_train2014_000000087249.jpg,"shoe, couch, mirror"
418,COCO_train2014_000000293377.jpg,donut
419,ShowJumping7.jpg,ShowJumping
420,COCO_train2014_000000213838.jpg,"bicycle, cup, plate"
421,n04317175_8732.JPEG,stethoscope
422,rep_COCO_train2014_000000455657.jpg,"bed, fork, scissors"
423,COCO_train2014_000000307337.jpg,"bicycle, bus, couch"
424,COCO_train2014_000000105708.jpg,"bottle, bicycle, kite"
425,COCO_train2014_000000478505.jpg,"door, scissors"
426,ticket_counter2.jpg,ticket_counter
427,COCO_train2014_000000070487.jpg,"bicycle, mirror, laptop"
428,wineVineyard2.jpg,wineVineyard
429,hedgemaze2.jpg,hedgemaze
430,COCO_train2014_000000278555.jpg,"bicycle, tennis racket"
431,waterfall_outdoor11.jpg,waterfall_outdoor
432,COCO_train2014_000000495568.jpg,"tie, bicycle, motorcycle, shoe, microwave, umbrella, couch"
433,n02120505_17561.JPEG,"grey fox, gray fox, Urocyon cinereoargenteus"
434,n03764736_10260.JPEG,milk can
435,n02115641_2288.JPEG,"dingo, warrigal, warragal, Canis dingo"
436,COCO_train2014_000000030307.jpg,parking meter
437,n02988304_5949.JPEG,CD player
438,n04120489_6934.JPEG,running shoe
439,poolhall2.jpeg,poolhall
440,rep_n02206856_1366.JPEG,rep_n02206856_
441,n02219486_30442.JPEG,"ant, emmet, pismire"
442,COCO_train2014_000000131967.jpg,"bicycle, traffic light"
443,n07711569_4744.JPEG,mashed potato
444,COCO_train2014_000000245946.jpg,"bicycle, hat, broccoli"
445,airportTerminal2.jpg,airportTerminal
446,COCO_train2014_000000133281.jpg,"cup, fork, window, bed, banana, scissors, umbrella, couch"
447,COCO_train2014_000000057631.jpg,"horse, bicycle, boat"
448,rep_COCO_train2014_000000376643.jpg,"dog, motorcycle"
449,COCO_train2014_000000005277.jpg,"door, refrigerator, plate"
450,n02111889_9724.JPEG,"Samoyed, Samoyede"
451,n02509815_2662.JPEG,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens"
452,n03447447_2772.JPEG,gondola
453,n02231487_3028.JPEG,"walking stick, walkingstick, stick insect"
454,n04286575_5757.JPEG,"spotlight, spot"
455,appleorchard1.jpg,appleorchard
456,bistrooutdoor3.jpg,bistrooutdoor
457,n04562935_4285.JPEG,water tower
458,rep_n01796340_19749.JPEG,rep_n01796340_
459,COCO_train2014_000000523968.jpg,"bicycle, snowboard"
460,COCO_train2014_000000248320.jpg,"tie, couch, microwave"
461,nailsalon6.jpg,nailsalon
462,tollbooth8.jpg,tollbooth
463,diningroom3.jpg,diningroom
464,fireEscape8.jpg,fireEscape
465,COCO_train2014_000000134111.jpg,baseball bat
466,COCO_train2014_000000324496.jpg,"bicycle, surfboard"
467,COCO_train2014_000000354111.jpg,cat
468,COCO_train2014_000000167908.jpg,"bottle, bicycle, kite"
469,COCO_train2014_000000575121.jpg,hat
470,n02088364_6333.JPEG,beagle
471,n03425413_5362.JPEG,"gas pump, gasoline pump, petrol pump, island dispenser"
472,COCO_train2014_000000292294.jpg,"bicycle, baseball bat, tennis racket"
473,n02018207_10823.JPEG,"American coot, marsh hen, mud hen, water hen, Fulica americana"
474,n02965783_1304.JPEG,car mirror
475,n04019541_4621.JPEG,"puck, hockey puck"
476,rep_n02101006_8380.JPEG,rep_n02101006_
477,n02895154_35255.JPEG,"breastplate, aegis, egis"
478,n03733131_3642.JPEG,maypole
479,COCO_train2014_000000443575.jpg,"clock, laptop, bed, cell phone, scissors, couch"
480,COCO_train2014_000000246792.jpg,"bowl, hot dog, window"
481,COCO_train2014_000000338693.jpg,"bicycle, street sign, bench, motorcycle, boat, fire hydrant"
482,COCO_train2014_000000071328.jpg,"door, refrigerator, plate"
483,COCO_train2014_000000198977.jpg,bear
484,n01829413_7324.JPEG,hornbill
485,COCO_train2014_000000201246.jpg,bus
486,n02119789_12428.JPEG,"kit fox, Vulpes macrotis"
487,n04040759_5145.JPEG,radiator
488,rep_COCO_train2014_000000470999.jpg,dog
489,rep_parkinggarage3.jpg,rep_parkinggarage
490,COCO_train2014_000000257690.jpg,"horse, boat"
491,n02687172_1657.JPEG,"aircraft carrier, carrier, flattop, attack aircraft carrier"
492,n02100236_6089.JPEG,German short-haired pointer
493,COCO_train2014_000000377703.jpg,airplane
494,sidewalk3.jpg,sidewalk
495,rep_COCO_train2014_000000488558.jpg,"mouse, clock, window, plate, remote, orange"
496,n03902125_19685.JPEG,"pay-phone, pay-station"
497,n04428191_8065.JPEG,"thresher, thrasher, threshing machine"
498,cliff4.jpg,cliff
499,COCO_train2014_000000221685.jpg,bear
500,COCO_train2014_000000543254.jpg,cat
501,COCO_train2014_000000426427.jpg,cow
502,COCO_train2014_000000556154.jpg,"bicycle, boat, motorcycle"
503,chemicalplant2.jpg,chemicalplant
504,n02835271_12743.JPEG,"bicycle-built-for-two, tandem bicycle, tandem"
505,n07920052_19129.JPEG,espresso
506,attic4.jpg,attic
507,n04509417_2312.JPEG,"unicycle, monocycle"
508,COCO_train2014_000000000625.jpg,"bicycle, skis"
509,n02807133_20308.JPEG,"bathing cap, swimming cap"
510,n01930112_14289.JPEG,"nematode, nematode worm, roundworm"
511,glaciers_outdoor6.jpg,glaciers_outdoor
512,aquarium5.jpg,aquarium
513,arcade1.jpg,arcade
514,COCO_train2014_000000524646.jpg,"bicycle, traffic light, tennis racket"
515,COCO_train2014_000000553506.jpg,cell phone
516,n04435653_2335.JPEG,tile roof
517,COCO_train2014_000000455691.jpg,"sandwich, carrot, window, banana, hot dog"
518,restaurant13.jpg,restaurant
519,n03877845_13042.JPEG,palace
520,winebarrel3.jpg,winebarrel
521,COCO_train2014_000000455657.jpg,"bed, fork, scissors"
522,skatepark10.jpg,skatepark
523,COCO_train2014_000000488406.jpg,"street sign, motorcycle"
524,n04560804_13788.JPEG,water jug
525,COCO_train2014_000000071550.jpg,"spoon, bicycle, suitcase, knife, cup, fork, window, couch"
